Subject Number, pt1, pt2, pt3, pt4, pt5, pt6, pt7, pt8, pt9, pt10, pt11, pt12, pt13, pt14, pt15, pt16, pt17, pt18, pt19, pt20, pt21, pt22, pt23, pt24, pt25, pt26, pt27, pt28, pt29, pt30, pt31, pt32, pt33, pt34, pt35, pt36, pt37, pt38, pt39, pt40, pt41, pt42, pt43, pt44, pt45, pt46, pt47, pt48, pt49, pt50, pt51, pt52, pt53, pt54, pt55, pt56, pt57, pt58, pt59, pt60, pt61, pt62, pt63, pt64, pt65, pt66, pt67, pt68, pt69, pt70, pt71, pt72, pt73, pt74, pt75, pt76, pt77, pt78, pt79, pt80, pt81, pt82, pt83, pt84, pt85, pt86, pt87, pt88, pt89, pt90, pt91, pt92, pt93, pt94, pt95, pt96, pt97, pt98, pt99, pt100, pt101, pt102, pt103, pt104, pt105, pt106, pt107, pt108, pt109, pt110, pt111, pt112, pt113, pt114, pt115, pt116, pt117, pt118, pt119, pt120, pt121, pt122, pt123, pt124, pt125, pt126, pt127, pt128, pt129, pt130, pt131, pt132, pt133, pt134, pt135, pt136, pt137, pt138, pt139, pt140, pt141, pt142, pt143, pt144, pt145, pt146, pt147, pt148, pt149, pt150, pt151, pt152, pt153, pt154, pt155, pt156, pt157, pt158, pt159, pt160, pt161, pt162, pt163, pt164, pt165, pt166, pt167, pt168, pt169, pt170, pt171, pt172, pt173, pt174, pt175, pt176, pt177, pt178, pt179, pt180, pt181, pt182, pt183, pt184, pt185, pt186, pt187, pt188, pt189, pt190, pt191, pt192, pt193, pt194, pt195, pt196, pt197, pt198, pt199, pt200, pt201, pt202, pt203, pt204, pt205, pt206, pt207, pt208, pt209, pt210, pt211, pt212, pt213, pt214, pt215, pt216, pt217, pt218, pt219, pt220, pt221, pt222, pt223, pt224, pt225, pt226, pt227, pt228, pt229, pt230, pt231, pt232, pt233, pt234, pt235, pt236, pt237, pt238, pt239, pt240, pt241, pt242, pt243, pt244, pt245, pt246, pt247, pt248, pt249, pt250, pt251, pt252, pt253, pt254, pt255, pt256, pt257, pt258, pt259, pt260, pt261, pt262, pt263, pt264, pt265, pt266, pt267, pt268, pt269, pt270, pt271, pt272, pt273, pt274, pt275, pt276, pt277, pt278, pt279, pt280, pt281, pt282, pt283, pt284, pt285, pt286, pt287, pt288, pt289, pt290, pt291, pt292, pt293, pt294, pt295, pt296, pt297, pt298, pt299, pt300, pt301, pt302, pt303, pt304, pt305, pt306, pt307, pt308, pt309, pt310, pt311, pt312, pt313, pt314, pt315, pt316, pt317, pt318, pt319, pt320, pt321, pt322, pt323, pt324, pt325, pt326, pt327, pt328, pt329, pt330, pt331, pt332, pt333, pt334, pt335, pt336, pt337, pt338, pt339, pt340, pt341, pt342, pt343, pt344, pt345, pt346, pt347, pt348, pt349, pt350, pt351, pt352, pt353, pt354, pt355, pt356, pt357, pt358, pt359, pt360, pt361, pt362, pt363, pt364, pt365, pt366, pt367, pt368, pt369, pt370, pt371, pt372, pt373, pt374, pt375, pt376, pt377, pt378, pt379, pt380, pt381, pt382, pt383, pt384, pt385, pt386, pt387, pt388, pt389, pt390, pt391, pt392, pt393, pt394, pt395, pt396, pt397, pt398, pt399, pt400, pt401, pt402, pt403, pt404, pt405, pt406, pt407, pt408, pt409, pt410, pt411, pt412, pt413, pt414, pt415, pt416, pt417, pt418, pt419, pt420, pt421, pt422, pt423, pt424, pt425, pt426, pt427, pt428, pt429, pt430, pt431, pt432, pt433, pt434, pt435, pt436, pt437, pt438, pt439, pt440, pt441, pt442, pt443, pt444, pt445, pt446, pt447, pt448, pt449, pt450, pt451, pt452, pt453, pt454, pt455, pt456, pt457, pt458, pt459, pt460, pt461, pt462, pt463, pt464, pt465, pt466, pt467, pt468, pt469, pt470, pt471, pt472, pt473, pt474, pt475, pt476, pt477, pt478, pt479, pt480, pt481, pt482, pt483, pt484, pt485, pt486
244,74.999,75.035,75.401,76.11,76.97,77.808,78.569,79.263,79.914,80.537,81.135,81.709,82.247,82.737,83.169,83.55,83.89,84.201,84.486,84.746,84.986,85.213,85.433,85.648,85.858,86.061,86.259,86.456,86.655,86.855,87.061,87.275,87.502,87.744,88.004,88.276,88.555,88.834,89.109,89.376,89.634,89.887,90.133,90.373,90.606,90.832,91.049,91.258,91.457,91.646,91.824,91.988,92.141,92.281,92.409,92.525,92.63,92.725,92.811,92.889,92.961,93.028,93.094,93.16,93.23,93.303,93.383,93.47,93.564,93.666,93.773,93.887,94.006,94.127,94.251,94.375,94.498,94.619,94.736,94.849,94.957,95.059,95.155,95.244,95.327,95.404,95.476,95.543,95.605,95.664,95.72,95.774,95.826,95.878,95.931,95.985,96.041,96.099,96.16,96.224,96.292,96.363,96.438,96.517,96.598,96.681,96.768,96.856,96.945,97.034,97.124,97.214,97.302,97.389,97.474,97.557,97.638,97.715,97.79,97.863,97.933,98.0,98.065,98.127,98.188,98.248,98.305,98.362,98.417,98.472,98.526,98.579,98.63,98.681,98.73,98.777,98.822,98.865,98.905,98.941,98.973,99.0,99.021,99.037,99.046,99.048,99.041,99.026,99.002,98.968,98.924,98.869,98.801,98.721,98.629,98.523,98.403,98.267,98.116,97.949,97.765,97.563,97.345,97.086,96.942,96.752,96.556,96.357,96.154,95.957,95.775,95.626,95.538,95.539,95.656,95.905,96.193,96.409,96.49,96.449,96.36,96.275,96.179,96.077,95.968,95.849,95.719,95.584,95.445,95.307,95.168,95.025,94.878,94.732,94.59,94.451,94.317,94.188,94.065,93.951,93.847,93.753,93.666,93.588,93.516,93.452,93.392,93.334,93.275,93.214,93.149,93.081,93.011,92.94,92.866,92.793,92.719,92.643,92.566,92.487,92.405,92.322,92.237,92.15,92.063,91.976,91.888,91.801,91.715,91.632,91.551,91.473,91.399,91.331,91.266,91.207,91.152,91.101,91.054,91.009,90.965,90.922,90.878,90.832,90.786,90.737,90.686,90.632,90.576,90.517,90.456,90.391,90.323,90.254,90.182,90.108,90.033,89.956,89.879,89.801,89.723,89.645,89.566,89.489,89.412,89.337,89.262,89.188,89.115,89.043,88.97,88.899,88.827,88.756,88.684,88.611,88.539,88.465,88.39,88.314,88.236,88.158,88.078,87.996,87.913,87.83,87.744,87.658,87.57,87.481,87.392,87.303,87.213,87.122,87.033,86.943,86.853,86.764,86.675,86.587,86.5,86.413,86.326,86.241,86.157,86.072,85.988,85.905,85.823,85.741,85.659,85.577,85.496,85.414,85.333,85.251,85.17,85.088,85.007,84.925,84.844,84.762,84.68,84.599,84.517,84.435,84.354,84.272,84.191,84.109,84.028,83.947,83.866,83.786,83.705,83.625,83.545,83.465,83.385,83.306,83.227,83.147,83.068,82.99,82.91,82.832,82.753,82.674,82.596,82.517,82.438,82.36,82.28,82.202,82.123,82.044,81.965,81.887,81.807,81.728,81.65,81.57,81.491,81.413,81.333,81.254,81.176,81.097,81.018,80.94,80.861,80.783,80.704,80.626,80.547,80.47,80.391,80.313,80.235,80.157,80.079,80.002,79.925,79.848,79.77,79.693,79.617,79.54,79.463,79.387,79.31,79.235,79.159,79.083,79.008,78.932,78.857,78.782,78.707,78.633,78.559,78.485,78.411,78.338,78.264,78.19,78.117,78.045,77.972,77.9,77.827,77.755,77.683,77.611,77.54,77.468,77.397,77.326,77.255,77.184,77.113,77.043,76.973,76.902,76.832,76.763,76.692,76.623,76.554,76.484,76.415,76.347,76.277,76.209,76.14,76.072,76.004,75.936,75.869,75.801,75.733,75.666,75.599,75.532,75.465,75.399,75.332,75.266,75.2,75.134,75.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,66.063,66.202,67.065,68.757,70.877,73.008,74.963,76.751,78.422,80.005,81.523,82.973,84.339,85.612,86.796,87.905,88.974,90.043,91.149,92.323,93.586,94.932,96.332,97.755,99.175,100.58,101.97,103.33,104.64,105.89,107.08,108.19,109.22,110.18,111.07,111.91,112.72,113.52,114.32,115.14,115.99,116.87,117.78,118.71,119.66,120.61,121.57,122.52,123.44,124.34,125.21,126.04,126.83,127.58,128.3,128.98,129.63,130.25,130.85,131.42,131.97,132.5,133.01,133.49,133.96,134.4,134.82,135.22,135.59,135.95,136.28,136.6,136.91,137.2,137.48,137.75,138.01,138.27,138.52,138.77,139.02,139.27,139.51,139.75,139.98,140.21,140.43,140.65,140.86,141.05,141.24,141.41,141.57,141.72,141.86,141.99,142.11,142.22,142.32,142.4,142.48,142.55,142.61,142.65,142.69,142.72,142.73,142.74,142.73,142.72,142.7,142.67,142.63,142.59,142.54,142.48,142.42,142.35,142.29,142.21,142.14,142.06,141.98,141.89,141.8,141.7,141.6,141.5,141.39,141.27,141.14,141.0,140.86,140.7,140.54,140.36,140.17,139.96,139.74,139.5,139.24,138.97,138.67,138.35,138.01,137.64,137.24,136.81,136.34,135.84,135.3,134.72,134.1,133.43,132.71,131.96,131.37,130.73,130.06,129.37,128.68,128.02,127.42,126.94,126.69,126.75,127.16,127.77,128.24,128.32,128.05,127.64,127.21,126.77,126.32,125.87,125.42,124.99,124.59,124.24,123.94,123.69,123.49,123.33,123.18,123.03,122.84,122.61,122.35,122.06,121.76,121.45,121.11,120.74,120.34,119.93,119.5,119.07,118.66,118.27,117.92,117.62,117.34,117.09,116.85,116.61,116.37,116.13,115.88,115.62,115.35,115.07,114.78,114.49,114.19,113.89,113.6,113.3,113.01,112.72,112.44,112.15,111.86,111.57,111.28,110.99,110.69,110.39,110.09,109.79,109.48,109.18,108.87,108.56,108.26,107.96,107.66,107.37,107.08,106.8,106.52,106.24,105.97,105.69,105.43,105.16,104.89,104.63,104.36,104.1,103.84,103.57,103.31,103.05,102.78,102.52,102.26,102.01,101.75,101.49,101.24,100.99,100.74,100.49,100.24,99.987,99.737,99.488,99.238,98.988,98.737,98.486,98.236,97.986,97.735,97.486,97.238,96.99,96.744,96.499,96.257,96.015,95.776,95.538,95.302,95.066,94.833,94.6,94.369,94.139,93.91,93.682,93.454,93.228,93.003,92.779,92.556,92.333,92.112,91.892,91.672,91.454,91.237,91.021,90.805,90.591,90.377,90.164,89.953,89.742,89.531,89.321,89.113,88.905,88.697,88.491,88.285,88.079,87.876,87.672,87.469,87.267,87.066,86.866,86.667,86.468,86.27,86.073,85.876,85.681,85.487,85.292,85.099,84.907,84.715,84.524,84.333,84.143,83.954,83.766,83.578,83.391,83.205,83.02,82.835,82.65,82.466,82.283,82.101,81.919,81.738,81.557,81.377,81.197,81.019,80.841,80.663,80.486,80.31,80.135,79.96,79.786,79.612,79.439,79.266,79.095,78.923,78.753,78.583,78.414,78.244,78.077,77.909,77.742,77.576,77.41,77.245,77.081,76.917,76.753,76.591,76.428,76.267,76.106,75.946,75.786,75.627,75.469,75.31,75.153,74.996,74.84,74.684,74.529,74.374,74.22,74.067,73.914,73.761,73.61,73.458,73.308,73.157,73.008,72.859,72.71,72.563,72.415,72.268,72.122,71.976,71.831,71.686,71.542,71.398,71.255,71.113,70.971,70.829,70.688,70.548,70.408,70.269,70.13,69.991,69.853,69.716,69.579,69.443,69.307,69.172,69.037,68.903,68.769,68.636,68.503,68.371,68.239,68.108,67.977,67.847,67.717,67.587,67.459,67.33,67.202,67.075,66.948,66.821,66.695,66.57,66.444,66.319,66.191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440,79.713,79.898,80.489,81.395,82.393,83.335,84.188,84.975,85.719,86.435,87.121,87.764,88.362,88.908,89.397,89.831,90.226,90.596,90.95,91.302,91.667,92.055,92.472,92.927,93.423,93.954,94.505,95.059,95.606,96.142,96.669,97.189,97.705,98.212,98.706,99.179,99.627,100.05,100.44,100.82,101.17,101.52,101.86,102.2,102.56,102.93,103.31,103.72,104.13,104.55,104.97,105.39,105.8,106.2,106.58,106.95,107.3,107.64,107.96,108.26,108.54,108.81,109.08,109.34,109.61,109.88,110.16,110.45,110.75,111.07,111.39,111.72,112.06,112.4,112.74,113.08,113.41,113.73,114.05,114.35,114.65,114.93,115.2,115.45,115.7,115.95,116.19,116.42,116.65,116.88,117.11,117.34,117.56,117.79,118.01,118.22,118.44,118.64,118.84,119.03,119.21,119.38,119.54,119.69,119.83,119.96,120.08,120.19,120.29,120.38,120.47,120.55,120.62,120.69,120.75,120.81,120.86,120.91,120.94,120.98,121.0,121.02,121.03,121.04,121.03,121.02,121.0,120.97,120.93,120.89,120.84,120.78,120.71,120.64,120.55,120.46,120.37,120.26,120.14,120.02,119.88,119.74,119.58,119.4,119.22,119.01,118.79,118.56,118.3,118.02,117.72,117.39,117.13,116.85,116.56,116.26,115.96,115.68,115.43,115.24,115.17,115.25,115.54,115.97,116.35,116.52,116.5,116.38,116.26,116.12,115.97,115.8,115.62,115.44,115.26,115.07,114.88,114.7,114.54,114.38,114.25,114.14,114.05,113.98,113.93,113.88,113.82,113.75,113.66,113.55,113.44,113.32,113.19,113.06,112.91,112.75,112.59,112.41,112.23,112.05,111.87,111.7,111.54,111.39,111.25,111.13,111.02,110.9,110.78,110.66,110.53,110.39,110.24,110.08,109.92,109.75,109.58,109.4,109.22,109.03,108.86,108.68,108.51,108.35,108.2,108.05,107.91,107.78,107.66,107.53,107.41,107.29,107.16,107.03,106.9,106.77,106.63,106.49,106.34,106.2,106.05,105.9,105.76,105.61,105.47,105.33,105.2,105.06,104.93,104.81,104.69,104.57,104.45,104.33,104.22,104.1,103.98,103.86,103.74,103.62,103.5,103.37,103.25,103.12,102.99,102.86,102.73,102.61,102.48,102.35,102.22,102.09,101.96,101.83,101.71,101.58,101.45,101.32,101.19,101.06,100.93,100.79,100.66,100.52,100.39,100.25,100.11,99.975,99.837,99.699,99.561,99.423,99.286,99.149,99.013,98.878,98.743,98.609,98.475,98.342,98.21,98.077,97.946,97.815,97.685,97.556,97.427,97.299,97.171,97.045,96.918,96.793,96.669,96.545,96.423,96.301,96.18,96.059,95.939,95.82,95.701,95.582,95.464,95.347,95.23,95.112,94.995,94.878,94.762,94.645,94.529,94.413,94.296,94.18,94.065,93.949,93.834,93.719,93.605,93.49,93.376,93.262,93.148,93.035,92.922,92.808,92.695,92.582,92.47,92.357,92.245,92.133,92.021,91.909,91.797,91.686,91.573,91.462,91.351,91.239,91.129,91.017,90.907,90.796,90.686,90.576,90.466,90.356,90.247,90.137,90.028,89.919,89.811,89.702,89.593,89.486,89.377,89.27,89.162,89.054,88.947,88.84,88.733,88.627,88.52,88.414,88.309,88.203,88.097,87.992,87.887,87.783,87.678,87.574,87.47,87.367,87.264,87.16,87.057,86.954,86.852,86.75,86.647,86.546,86.444,86.342,86.242,86.141,86.04,85.939,85.839,85.739,85.639,85.539,85.439,85.339,85.24,85.14,85.042,84.943,84.844,84.745,84.647,84.548,84.45,84.352,84.254,84.156,84.058,83.96,83.863,83.765,83.668,83.571,83.474,83.377,83.281,83.184,83.087,82.991,82.894,82.799,82.703,82.607,82.511,82.416,82.32,82.225,82.13,82.035,81.941,81.846,81.751,81.657,81.563,81.469,81.375,81.281,81.188,81.095,81.002,80.909,80.816,80.723,80.631,80.539,80.446,80.355,80.263,80.172,80.08,79.989,79.897,79.804,,,,,,,,,,,,
762,66.675,67.005,67.904,69.17,70.479,71.682,72.772,73.782,74.739,75.657,76.54,77.371,78.13,78.807,79.409,79.948,80.441,80.894,81.313,81.705,82.073,82.429,82.776,83.117,83.452,83.779,84.101,84.421,84.742,85.067,85.399,85.741,86.097,86.471,86.858,87.256,87.657,88.054,88.44,88.814,89.176,89.525,89.859,90.179,90.484,90.774,91.049,91.306,91.545,91.766,91.966,92.145,92.303,92.437,92.549,92.638,92.705,92.751,92.776,92.782,92.77,92.744,92.705,92.658,92.607,92.554,92.504,92.459,92.422,92.397,92.382,92.382,92.394,92.42,92.46,92.511,92.573,92.644,92.722,92.806,92.894,92.985,93.075,93.166,93.254,93.339,93.42,93.496,93.567,93.633,93.693,93.747,93.795,93.838,93.875,93.908,93.935,93.959,93.978,93.994,94.007,94.017,94.026,94.032,94.037,94.041,94.044,94.046,94.049,94.051,94.054,94.056,94.058,94.06,94.06,94.06,94.059,94.055,94.05,94.041,94.028,94.012,93.99,93.963,93.931,93.892,93.847,93.794,93.734,93.665,93.589,93.504,93.409,93.305,93.191,93.066,92.929,92.78,92.618,92.44,92.247,92.038,91.81,91.562,91.292,90.998,90.681,90.33,90.047,89.777,89.478,89.177,88.881,88.603,88.375,88.242,88.27,88.532,89.064,89.744,90.284,90.532,90.542,90.52,90.499,90.457,90.404,90.336,90.25,90.148,90.04,89.933,89.826,89.715,89.597,89.472,89.345,89.221,89.101,88.986,88.877,88.777,88.689,88.616,88.555,88.503,88.459,88.423,88.393,88.37,88.349,88.328,88.302,88.271,88.235,88.194,88.149,88.099,88.047,87.99,87.931,87.867,87.801,87.73,87.653,87.57,87.481,87.386,87.284,87.176,87.062,86.942,86.818,86.69,86.561,86.429,86.298,86.169,86.043,85.921,85.804,85.693,85.588,85.489,85.396,85.308,85.226,85.148,85.074,85.003,84.934,84.868,84.803,84.739,84.676,84.613,84.55,84.486,84.422,84.358,84.294,84.229,84.163,84.098,84.032,83.966,83.9,83.834,83.769,83.705,83.641,83.578,83.516,83.455,83.395,83.336,83.278,83.222,83.166,83.112,83.057,83.004,82.952,82.9,82.848,82.797,82.745,82.694,82.642,82.59,82.538,82.485,82.431,82.377,82.322,82.265,82.208,82.149,82.09,82.03,81.968,81.906,81.842,81.778,81.713,81.648,81.582,81.515,81.448,81.381,81.314,81.246,81.178,81.11,81.043,80.976,80.908,80.84,80.773,80.706,80.638,80.571,80.504,80.437,80.37,80.303,80.235,80.167,80.099,80.031,79.963,79.893,79.824,79.754,79.684,79.613,79.542,79.47,79.398,79.325,79.252,79.178,79.104,79.029,78.955,78.88,78.804,78.728,78.652,78.575,78.498,78.421,78.344,78.266,78.189,78.111,78.033,77.955,77.877,77.798,77.72,77.641,77.562,77.483,77.404,77.324,77.245,77.164,77.084,77.003,76.922,76.841,76.759,76.677,76.595,76.513,76.429,76.346,76.263,76.179,76.095,76.011,75.927,75.842,75.757,75.672,75.587,75.502,75.417,75.332,75.247,75.162,75.077,74.992,74.907,74.822,74.737,74.652,74.567,74.483,74.398,74.314,74.23,74.145,74.061,73.978,73.894,73.81,73.727,73.644,73.56,73.477,73.395,73.312,73.23,73.147,73.065,72.983,72.902,72.82,72.739,72.658,72.577,72.496,72.416,72.336,72.256,72.176,72.097,72.017,71.939,71.86,71.782,71.703,71.626,71.548,71.471,71.394,71.317,71.241,71.165,71.089,71.013,70.938,70.863,70.788,70.713,70.639,70.565,70.491,70.417,70.344,70.271,70.198,70.125,70.053,69.981,69.909,69.838,69.766,69.695,69.624,69.554,69.483,69.413,69.343,69.274,69.205,69.135,69.067,68.998,68.93,68.862,68.794,68.726,68.659,68.592,68.525,68.458,68.392,68.325,68.26,68.194,68.128,68.063,67.998,67.933,67.869,67.804,67.74,67.676,67.612,67.549,67.486,67.423,67.36,67.297,67.235,67.172,67.11,67.048,66.987,66.925,66.864,66.802,66.738
922,70.9,70.936,71.355,72.164,73.114,74.013,74.821,75.561,76.258,76.92,77.556,78.165,78.735,79.253,79.709,80.107,80.458,80.776,81.068,81.341,81.597,81.835,82.058,82.271,82.475,82.673,82.86,83.034,83.197,83.351,83.502,83.658,83.822,83.995,84.178,84.367,84.564,84.769,84.979,85.194,85.413,85.637,85.861,86.083,86.302,86.516,86.724,86.923,87.112,87.29,87.456,87.612,87.756,87.887,88.007,88.115,88.21,88.293,88.365,88.426,88.476,88.514,88.544,88.565,88.579,88.586,88.587,88.585,88.581,88.576,88.57,88.566,88.565,88.566,88.572,88.585,88.602,88.626,88.657,88.694,88.737,88.784,88.836,88.891,88.948,89.007,89.066,89.124,89.18,89.234,89.283,89.329,89.371,89.407,89.439,89.464,89.485,89.501,89.512,89.519,89.521,89.52,89.516,89.51,89.503,89.495,89.486,89.478,89.472,89.467,89.463,89.463,89.467,89.473,89.483,89.497,89.515,89.537,89.563,89.592,89.625,89.661,89.699,89.739,89.781,89.822,89.864,89.906,89.946,89.984,90.019,90.051,90.079,90.102,90.119,90.132,90.137,90.137,90.128,90.112,90.088,90.055,90.014,89.962,89.9,89.828,89.744,89.648,89.539,89.415,89.278,89.126,88.956,88.768,88.559,88.409,88.31,88.172,88.036,87.902,87.773,87.664,87.594,87.598,87.71,87.965,88.344,88.741,88.996,89.104,89.093,89.1,89.097,89.081,89.056,89.023,88.977,88.919,88.851,88.779,88.703,88.625,88.541,88.45,88.354,88.253,88.149,88.045,87.941,87.837,87.733,87.633,87.536,87.444,87.358,87.276,87.196,87.119,87.043,86.972,86.901,86.833,86.762,86.689,86.613,86.532,86.448,86.361,86.271,86.178,86.082,85.985,85.885,85.783,85.679,85.573,85.465,85.354,85.241,85.125,85.008,84.888,84.768,84.646,84.522,84.4,84.276,84.153,84.031,83.911,83.792,83.675,83.561,83.451,83.344,83.241,83.141,83.045,82.953,82.864,82.778,82.694,82.612,82.533,82.455,82.379,82.303,82.228,82.154,82.08,82.006,81.932,81.858,81.784,81.71,81.636,81.562,81.488,81.414,81.341,81.268,81.196,81.125,81.054,80.985,80.917,80.85,80.785,80.721,80.659,80.599,80.54,80.483,80.428,80.374,80.322,80.271,80.222,80.174,80.127,80.082,80.037,79.992,79.948,79.905,79.861,79.818,79.774,79.73,79.685,79.639,79.594,79.547,79.5,79.451,79.402,79.352,79.3,79.249,79.196,79.142,79.088,79.033,78.977,78.92,78.863,78.805,78.747,78.688,78.629,78.57,78.51,78.449,78.39,78.328,78.268,78.206,78.144,78.082,78.02,77.958,77.894,77.831,77.767,77.703,77.638,77.572,77.506,77.44,77.372,77.305,77.236,77.167,77.098,77.028,76.957,76.886,76.814,76.741,76.668,76.595,76.52,76.445,76.37,76.294,76.218,76.141,76.064,75.986,75.908,75.83,75.751,75.672,75.593,75.512,75.432,75.352,75.271,75.19,75.109,75.028,74.946,74.864,74.782,74.7,74.618,74.536,74.453,74.37,74.287,74.205,74.122,74.039,73.956,73.873,73.79,73.707,73.624,73.541,73.458,73.375,73.292,73.21,73.127,73.045,72.963,72.881,72.799,72.718,72.636,72.555,72.474,72.393,72.313,72.233,72.153,72.074,71.994,71.915,71.837,71.759,71.681,71.603,71.526,71.449,71.373,71.297,71.221,71.146,71.071,70.998,70.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
